Lead Origin,Lead Source,Do Not Email,Do Not Call,TotalVisits,Total Time Spent on Website,Page Views Per Visit,What is your current occupation,Lead Quality,Asymmetrique Activity Score,Asymmetrique Profile Score,Last Notable Activity,Converted,Prob_Score
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,14,16,Modified,0,5.724457493
Lead Add Form,Reference,No,No,0,0,0,Unemployed,High in Relevance,14,16,Page Visited on Website,1,89.34020946
Landing Page Submission,Direct Traffic,No,No,3,256,3,Unemployed,Might be,14,16,Modified,1,20.48251016
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,14,16,Email Opened,0,13.51482013
Landing Page Submission,Google,No,No,2,906,2,Unknown,Unkown,14,16,Modified,0,11.35042639
Landing Page Submission,Organic Search,No,No,19,1569,4.75,Student,Might be,14,16,SMS Sent,1,98.85838306
Landing Page Submission,Google,No,No,4,1375,4,Unemployed,Not Sure,14,16,SMS Sent,1,75.89308557
Landing Page Submission,Google,No,No,3,1127,3,Unemployed,Might be,14,16,SMS Sent,1,95.59413529
Landing Page Submission,Organic Search,Yes,No,12,218,12,Unemployed,High in Relevance,14,16,Unsubscribed,1,10.39958825
API,Organic Search,No,No,4,1433,4,Unemployed,Unkown,14,16,Email Opened,0,68.84048151
Landing Page Submission,Direct Traffic,No,No,3,34,3,Student,Worst,14,16,Email Opened,0,7.288702231
Landing Page Submission,Organic Search,No,No,7,14,1.75,Unemployed,Might be,14,16,SMS Sent,1,77.98250669
Landing Page Submission,Direct Traffic,No,No,12,1354,6,Unemployed,Not Sure,14,16,Email Opened,0,30.35949993
Landing Page Submission,Organic Search,No,No,4,1622,4,Unemployed,Unkown,14,16,Email Opened,0,63.3525528
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,14,16,Modified,0,5.724457493
Landing Page Submission,Direct Traffic,No,No,3,65,3,Unknown,Unkown,14,16,Email Opened,0,4.146425785
Landing Page Submission,Direct Traffic,No,No,4,1300,4,Working Professional,Not Sure,14,16,SMS Sent,1,90.55849444
Landing Page Submission,Organic Search,No,No,6,114,6,Unemployed,Worst,14,16,Modified,0,2.761517105
Landing Page Submission,Direct Traffic,Yes,No,2,18,2,Unemployed,Worst,15,14,Modified,0,1.182442112
Landing Page Submission,Direct Traffic,No,No,2,1017,2,Unknown,Unkown,14,16,SMS Sent,1,54.0103565
Landing Page Submission,Direct Traffic,No,No,2,1417,2,Unemployed,Might be,14,16,SMS Sent,0,96.34644123
Landing Page Submission,Direct Traffic,No,No,3,283,3,Unemployed,Unkown,14,16,Email Opened,0,9.473826417
Landing Page Submission,Direct Traffic,No,No,4,308,4,Unemployed,Not Sure,14,16,SMS Sent,0,22.83527855
Landing Page Submission,Direct Traffic,No,No,2,1122,2,Unknown,Unkown,14,16,Email Opened,0,24.42700321
Landing Page Submission,Direct Traffic,Yes,No,4,140,4,Unemployed,Unkown,14,16,Email Bounced,0,3.794245872
Landing Page Submission,Google,No,No,11,1107,2.75,Unknown,Unkown,14,16,SMS Sent,1,69.82710777
Landing Page Submission,Organic Search,Yes,No,4,804,4,Unemployed,Might be,14,16,Unsubscribed,1,59.20202779
API,Organic Search,No,No,1,363,1,Unemployed,Worst,14,16,Modified,0,10.71575166
Landing Page Submission,Direct Traffic,No,No,14,143,1.56,Unemployed,Worst,14,16,Page Visited on Website,0,7.633151749
Landing Page Submission,Direct Traffic,No,No,2,181,2,Unemployed,Worst,14,16,Email Opened,0,6.828536983
Landing Page Submission,Direct Traffic,Yes,No,1,832,1,Unemployed,Worst,14,16,Modified,0,4.978638254
Landing Page Submission,Direct Traffic,No,No,3,1577,3,Unknown,Unkown,14,16,Modified,0,21.04737792
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,14,16,Email Opened,0,13.51482013
API,Organic Search,No,No,5,22,5,Unemployed,Not Sure,14,16,SMS Sent,0,31.15833025
Landing Page Submission,Direct Traffic,No,No,1,500,1,Unemployed,Might be,14,16,Modified,0,32.03299872
Landing Page Submission,Direct Traffic,No,No,5,469,5,Unemployed,Not Sure,14,16,SMS Sent,1,26.84670959
Landing Page Submission,Google,No,No,7,1600,2.33,Working Professional,Low in Relevance,14,20,Modified,1,97.00201232
Landing Page Submission,Direct Traffic,No,No,5,283,2.5,Unknown,Unkown,14,16,Modified,0,2.660589729
Landing Page Submission,Direct Traffic,No,No,3,1287,3,Unemployed,Might be,14,16,SMS Sent,1,95.05251694
Landing Page Submission,Direct Traffic,No,No,2,96,2,Unemployed,Unkown,14,16,Modified,0,3.032050604
Landing Page Submission,Direct Traffic,No,No,13,293,3.25,Unemployed,Worst,14,16,Modified,0,3.679878495
Landing Page Submission,Google,Yes,No,16,462,16,Unemployed,Worst,14,16,Modified,0,1.216153944
Landing Page Submission,Direct Traffic,No,No,2,145,2,Unemployed,Not Sure,14,16,Email Opened,0,5.522442356
Landing Page Submission,Direct Traffic,No,No,1,400,1,Unknown,Unkown,14,16,Modified,0,3.504753039
Landing Page Submission,Direct Traffic,No,No,4,80,4,Unemployed,Unkown,14,16,Email Opened,0,6.25474123
Landing Page Submission,Direct Traffic,Yes,No,9,1291,3,Unemployed,Low in Relevance,14,16,Email Bounced,1,76.16085249
Landing Page Submission,Direct Traffic,No,No,8,547,2.67,Unknown,Unkown,14,16,Modified,0,4.410890405
Landing Page Submission,Direct Traffic,No,No,1,161,1,Unemployed,Unkown,14,16,Modified,0,3.671171109
API,Organic Search,No,No,4,83,4,Working Professional,Might be,14,16,SMS Sent,1,96.66789875
Landing Page Submission,Google,No,No,2,1371,2,Unknown,Unkown,14,16,SMS Sent,0,77.24024202
Landing Page Submission,Direct Traffic,No,No,4,436,4,Unemployed,Low in Relevance,14,16,Email Opened,0,50.98423184
Lead Add Form,Reference,No,No,3,1445,2,Unemployed,High in Relevance,14,16,Modified,1,97.7427515
API,Olark Chat,No,No,0,0,0,Unemployed,Not Sure,14,16,SMS Sent,1,42.59592021
Landing Page Submission,Direct Traffic,No,No,2,85,2,Unemployed,Unkown,14,16,Email Opened,0,7.310385149
Landing Page Submission,Organic Search,No,No,7,1087,7,Unknown,Unkown,14,16,SMS Sent,0,58.15998236
Landing Page Submission,Direct Traffic,No,No,9,1390,4.5,Unemployed,Not Sure,14,16,SMS Sent,1,69.15466657
Landing Page Submission,Direct Traffic,No,No,4,1188,4,Unknown,Unkown,14,16,SMS Sent,1,57.81515377
Landing Page Submission,Direct Traffic,Yes,No,2,289,2,Unknown,Unkown,14,16,Modified,0,1.397096776
Landing Page Submission,Direct Traffic,Yes,No,3,232,3,Unemployed,Worst,14,16,Modified,0,1.471840026
Landing Page Submission,Direct Traffic,No,No,5,313,5,Unemployed,Not Sure,14,16,SMS Sent,0,21.62649277
Landing Page Submission,Direct Traffic,Yes,No,18,84,4.5,Unknown,Unkown,14,16,Modified,0,1.026309762
API,Google,No,No,2,140,2,Unknown,Unkown,14,16,SMS Sent,0,39.23490788
Landing Page Submission,Google,Yes,No,6,771,6,Unknown,Unkown,14,16,Modified,1,3.633899226
Landing Page Submission,Direct Traffic,No,No,2,143,2,Unemployed,Unkown,14,16,Modified,0,3.295092667
Landing Page Submission,Google,No,No,8,177,4,Unknown,Unkown,13,16,Email Opened,0,6.97338881
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,14,16,SMS Sent,1,40.75538615
Landing Page Submission,Direct Traffic,No,No,7,60,7,Unemployed,Unkown,14,16,Email Opened,0,4.82911254
Landing Page Submission,Direct Traffic,Yes,No,7,30,7,Unknown,Unkown,14,16,Page Visited on Website,0,1.385374581
API,Google,No,No,1,493,1,Unknown,Unkown,14,16,Modified,0,10.52208938
Landing Page Submission,Direct Traffic,Yes,No,1,82,1,Unknown,Unkown,14,16,Modified,0,1.039470295
Landing Page Submission,Google,No,No,5,1593,5,Unemployed,Not Sure,14,16,SMS Sent,1,81.24851044
API,Organic Search,No,No,19,1377,6.33,Working Professional,Low in Relevance,16,14,Email Opened,1,99.07027988
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,14,16,SMS Sent,1,40.75538615
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,14,16,Modified,0,5.724457493
Landing Page Submission,Direct Traffic,No,No,5,146,2.5,Unemployed,Unkown,16,18,Modified,1,3.717743226
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,14,16,SMS Sent,1,40.75538615
Landing Page Submission,Direct Traffic,Yes,No,41,311,1.14,Unknown,Unkown,14,16,Page Visited on Website,0,7.447211739
Landing Page Submission,Direct Traffic,No,No,14,1595,14,Unemployed,Not Sure,14,16,Email Opened,0,24.27007699
Landing Page Submission,Direct Traffic,Yes,No,5,946,2.5,Unemployed,Worst,14,16,Modified,0,5.673360981
Landing Page Submission,Direct Traffic,Yes,No,6,134,6,Unknown,Unkown,14,16,Modified,0,0.771907192
Landing Page Submission,Organic Search,No,No,3,830,3,Unemployed,Low in Relevance,14,16,Email Opened,1,78.15332615
Lead Add Form,Reference,No,No,0,0,0,Unemployed,High in Relevance,14,16,SMS Sent,0,97.57105592
API,Olark Chat,No,No,0,0,0,Unemployed,Not Sure,14,16,SMS Sent,1,42.59592021
API,Google,No,No,2,125,2,Unemployed,Not Sure,14,16,Modified,0,5.643773463
Landing Page Submission,Referral Sites,No,No,54,1280,4.5,Unknown,Unkown,14,16,SMS Sent,0,88.28039629
API,Olark Chat,No,No,0,0,0,Unemployed,Not Sure,14,16,Modified,0,6.147124168
Landing Page Submission,Direct Traffic,No,No,3,317,1.5,Unemployed,Might be,14,16,SMS Sent,1,79.0841071
Landing Page Submission,Direct Traffic,No,No,2,1207,2,Working Professional,Might be,14,16,SMS Sent,1,98.958073
Landing Page Submission,Google,No,No,5,215,5,Unemployed,Might be,14,16,SMS Sent,0,77.7643307
API,Google,No,No,7,171,3.5,Unknown,Unkown,14,16,Page Visited on Website,0,11.92998312
Landing Page Submission,Direct Traffic,No,No,4,1441,2,Unknown,Unkown,14,16,Modified,0,18.95332873
Landing Page Submission,Direct Traffic,No,No,2,248,2,Unemployed,Worst,14,16,Modified,0,3.118461274
Landing Page Submission,Direct Traffic,No,No,3,338,3,Unknown,Unkown,14,16,Email Opened,0,6.651128448
API,Olark Chat,No,No,0,0,0,Unemployed,Unkown,14,16,Modified,0,8.976659202
API,Google,No,No,3,887,1,Working Professional,Might be,14,16,SMS Sent,1,99.3886843
Landing Page Submission,Google,No,No,5,1269,2.5,Unemployed,High in Relevance,14,16,Email Opened,1,75.40186801
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,14,16,Modified,0,5.724457493
API,Olark Chat,No,No,0,0,0,Unemployed,Low in Relevance,14,16,Email Opened,1,67.36370759
API,Organic Search,No,No,3,85,3,Unemployed,Worst,14,16,Modified,0,5.806304469
API,Olark Chat,No,No,0,0,0,Unemployed,High in Relevance,14,16,SMS Sent,1,76.56735417
API,Organic Search,No,No,2,72,2,Unemployed,Worst,14,16,Email Opened,0,14.35868018
API,Direct Traffic,No,No,1,389,1,Unknown,Unkown,14,16,Modified,0,6.038633217
API,Direct Traffic,No,No,4,120,4,Unemployed,Worst,14,16,Modified,0,3.777911164
Landing Page Submission,Direct Traffic,No,No,9,1637,9,Unemployed,Unkown,14,16,Email Opened,0,43.62124664
Landing Page Submission,Direct Traffic,No,No,7,3,7,Unemployed,Worst,14,16,SMS Sent,0,13.56438815
API,Direct Traffic,No,No,5,970,5,Working Professional,Might be,14,16,SMS Sent,1,98.8726621
Landing Page Submission,Direct Traffic,No,No,2,981,2,Unemployed,High in Relevance,14,16,Modified,1,31.55486678
API,Olark Chat,No,No,0,0,0,Working Professional,Might be,14,16,SMS Sent,1,97.51921927
API,Olark Chat,No,No,0,0,0,Working Professional,Might be,14,16,SMS Sent,1,97.51921927
Landing Page Submission,Google,No,No,2,842,2,Unknown,Unkown,14,16,Modified,0,10.22545043
Landing Page Submission,Direct Traffic,No,No,2,231,2,Unemployed,Unkown,14,16,Modified,0,3.848009017
Landing Page Submission,Direct Traffic,Yes,No,5,232,5,Unknown,Unkown,14,16,Modified,0,0.997047179
API,Organic Search,No,No,2,271,2,Unemployed,Unkown,14,16,Email Opened,0,23.62750765
Landing Page Submission,Direct Traffic,No,No,4,210,2,Unemployed,Unkown,14,16,Email Opened,0,9.339053118
Landing Page Submission,Direct Traffic,No,No,4,276,4,Unemployed,Unkown,14,16,Email Opened,0,8.714750801
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,14,16,Modified,0,5.724457493
API,Olark Chat,No,No,0,0,0,Unemployed,Unkown,14,16,Email Opened,0,20.24259789
Lead Add Form,Reference,No,No,0,0,0,Working Professional,Low in Relevance,14,16,Email Opened,1,99.26011223
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,14,16,Modified,0,5.724457493
Landing Page Submission,Direct Traffic,No,No,2,64,2,Unemployed,Unkown,14,16,Email Opened,0,7.054507394
API,Olark Chat,No,No,0,0,0,Unemployed,Worst,14,16,Modified,0,7.140282968
Lead Add Form,Reference,No,No,0,0,0,Unemployed,Low in Relevance,14,16,Email Opened,0,96.20853326
API,Olark Chat,No,No,0,0,0,Working Professional,Might be,14,16,SMS Sent,1,97.51921927
API,Olark Chat,No,No,0,0,0,Working Professional,Might be,14,16,SMS Sent,1,97.51921927
Landing Page Submission,Direct Traffic,No,No,5,430,1.67,Unemployed,Unkown,13,18,Modified,0,5.444517199
Lead Add Form,Reference,No,No,0,0,0,Unemployed,High in Relevance,14,16,Modified,1,78.00121385
Landing Page Submission,Organic Search,Yes,No,4,252,4,Unknown,Unkown,14,16,Modified,0,1.718315222
API,Olark Chat,No,No,0,0,0,Unemployed,Worst,14,16,Modified,0,7.140282968
Landing Page Submission,Google,No,No,2,91,2,Unknown,Unkown,14,16,SMS Sent,0,24.64213434
Landing Page Submission,Direct Traffic,No,No,2,52,2,Unemployed,Unkown,14,16,Email Opened,0,6.912031793
Landing Page Submission,Organic Search,Yes,No,6,1708,6,Unknown,Unkown,14,16,Email Bounced,0,36.03161112
Landing Page Submission,Direct Traffic,No,No,18,217,1.64,Unemployed,High in Relevance,15,19,Page Visited on Website,1,28.20132376
Lead Add Form,Reference,No,No,0,0,0,Working Professional,Might be,14,16,SMS Sent,1,99.79350039
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,14,16,Email Opened,0,13.51482013
API,Google,No,No,2,900,2,Unemployed,Low in Relevance,14,16,SMS Sent,1,97.16019609
API,Google,No,No,4,357,4,Unemployed,High in Relevance,14,16,Email Opened,1,46.93119692
API,Organic Search,No,No,3,871,3,Unemployed,Worst,14,16,Email Opened,0,40.02583994
Landing Page Submission,Direct Traffic,No,No,2,1726,2,Unknown,Unkown,14,16,SMS Sent,1,81.10341035
Landing Page Submission,Direct Traffic,No,No,3,262,1.5,Unemployed,Not Sure,14,16,SMS Sent,0,25.44287857
Landing Page Submission,Direct Traffic,No,No,5,164,5,Unemployed,Unkown,14,16,Email Opened,0,6.705906846
API,Olark Chat,No,No,0,0,0,Unemployed,Might be,15,15,Olark Chat Conversation,0,61.47164312
Landing Page Submission,Direct Traffic,No,No,2,459,2,Unemployed,Unkown,14,16,Email Opened,0,13.51320525
Landing Page Submission,Direct Traffic,No,No,2,295,2,Unemployed,Not Sure,14,16,Email Link Clicked,0,7.18690135
Landing Page Submission,Direct Traffic,No,No,2,1074,2,Unknown,Unkown,14,16,Modified,1,10.31747352
Landing Page Submission,Direct Traffic,No,No,3,172,3,Unemployed,Worst,14,16,Email Opened,0,6.24529872
Landing Page Submission,Direct Traffic,No,No,5,398,5,Unemployed,Unkown,14,16,Email Opened,1,9.929894226
Landing Page Submission,Direct Traffic,No,No,1,169,1,Unemployed,Worst,14,16,Modified,0,2.927006317
Landing Page Submission,Direct Traffic,Yes,No,1,216,1,Unknown,Unkown,14,16,Modified,0,1.324148437
Landing Page Submission,Organic Search,No,No,3,776,3,Unemployed,Not Sure,14,16,SMS Sent,1,53.81454198
Landing Page Submission,Direct Traffic,No,No,2,1628,2,Unemployed,Low in Relevance,14,16,Email Opened,1,91.50081259
API,Olark Chat,No,No,0,0,0,Unemployed,Not Sure,14,16,SMS Sent,0,42.59592021
Landing Page Submission,Organic Search,No,No,5,89,5,Unemployed,Not Sure,14,16,Modified,0,2.440118385
Landing Page Submission,Direct Traffic,No,No,2,195,2,Unemployed,Low in Relevance,14,16,Email Opened,1,43.95449164
Landing Page Submission,Direct Traffic,No,No,2,177,2,Unemployed,Not Sure,14,16,Email Opened,0,5.835687531
Landing Page Submission,Referral Sites,Yes,No,115,187,8.21,Unemployed,Unkown,14,16,Page Visited on Website,0,28.71551804
Landing Page Submission,Direct Traffic,No,No,7,171,2.33,Unemployed,Worst,14,16,Page Visited on Website,0,6.58203523
API,Olark Chat,No,No,1,1317,1,Unknown,Unkown,14,16,Modified,0,38.38602956
Landing Page Submission,Google,No,No,2,1437,2,Unknown,Unkown,14,16,Email Opened,1,46.51737211
Landing Page Submission,Organic Search,No,No,9,137,9,Unemployed,Unkown,14,16,SMS Sent,0,25.34454582
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,14,16,Email Opened,0,13.51482013
Landing Page Submission,Google,No,No,4,355,4,Student,Worst,14,16,Page Visited on Website,0,15.36258614
Landing Page Submission,Direct Traffic,No,No,2,8,2,Unknown,Unkown,14,16,Email Link Clicked,0,4.075116481
API,Olark Chat,No,No,0,0,0,Unemployed,High in Relevance,14,16,Email Opened,0,42.60321174
API,Olark Chat,No,No,0,0,0,Unemployed,Might be,14,16,Email Opened,1,62.81156443
Landing Page Submission,Direct Traffic,No,No,2,3,2,Unemployed,Unkown,14,16,Email Opened,0,6.357503063
Landing Page Submission,Direct Traffic,No,No,4,173,2,Unemployed,Unkown,14,16,Email Opened,0,8.781950355
Landing Page Submission,Direct Traffic,Yes,No,10,1442,2.5,Unknown,Unkown,11,18,Modified,0,9.37701754
Lead Add Form,Google,No,No,0,0,0,Unemployed,Might be,14,16,SMS Sent,1,96.50598904
Landing Page Submission,Google,No,No,5,366,2.5,Unemployed,Not Sure,14,16,Email Opened,0,11.78620759
Landing Page Submission,Organic Search,No,No,5,1132,5,Unemployed,Not Sure,14,16,SMS Sent,1,65.59891963
Landing Page Submission,Organic Search,No,No,6,160,6,Unemployed,Unkown,14,16,Email Opened,0,9.252680917
API,Olark Chat,No,No,2,1704,2,Unknown,Unkown,17,15,Olark Chat Conversation,0,76.45104801
Landing Page Submission,Google,No,No,3,264,3,Unemployed,Unkown,14,16,SMS Sent,0,40.23584071
Landing Page Submission,Direct Traffic,No,No,2,181,2,Unemployed,Worst,14,16,Email Opened,0,6.828536983
API,Direct Traffic,No,No,2,1271,2,Unknown,Unkown,14,16,Modified,0,22.94242049
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,14,16,Email Opened,1,13.51482013
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,14,16,Email Opened,0,13.51482013
Landing Page Submission,Google,No,No,3,282,3,Unknown,Unkown,14,16,SMS Sent,1,29.99089349
Lead Add Form,Reference,No,No,3,301,2,Unemployed,Low in Relevance,14,16,Modified,0,93.70154559
API,Olark Chat,No,No,0,0,0,Working Professional,Might be,14,16,SMS Sent,1,97.51921927
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,14,16,Modified,0,5.724457493
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,14,16,Modified,0,5.724457493
API,Olark Chat,No,No,0,0,0,Working Professional,Might be,14,16,Modified,0,77.62749633
Landing Page Submission,Google,No,No,3,204,3,Unemployed,Might be,14,16,SMS Sent,1,80.05953568
API,Google,No,No,3,1324,1,Working Professional,Might be,14,16,Email Opened,1,98.79655535
API,Google,Yes,No,3,1475,3,Unemployed,Might be,14,16,SMS Sent,1,97.45360433
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,14,16,Modified,0,5.724457493
Lead Add Form,Welingak Website,No,No,0,0,0,Unemployed,Unkown,14,16,SMS Sent,1,90.73791017
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,14,16,Email Opened,0,13.51482013
Landing Page Submission,Direct Traffic,Yes,No,1,60,1,Unemployed,Worst,14,16,Modified,0,1.261607399
API,Organic Search,No,No,3,21,3,Working Professional,Might be,14,16,SMS Sent,1,96.55576494
Landing Page Submission,Organic Search,No,No,11,4,11,Unemployed,Not Sure,14,16,SMS Sent,0,13.11500379
Lead Add Form,Reference,No,No,0,0,0,Unemployed,High in Relevance,14,16,Email Opened,1,90.12351935
Landing Page Submission,Direct Traffic,No,No,4,1288,4,Unemployed,Might be,14,16,SMS Sent,1,94.67636383
Landing Page Submission,Organic Search,No,No,8,226,8,Unknown,Unkown,14,16,Email Opened,0,5.701956494
Landing Page Submission,Direct Traffic,No,No,4,901,4,Unemployed,Might be,14,16,SMS Sent,1,89.76065381
API,Olark Chat,Yes,No,0,0,0,Unknown,Unkown,14,16,Email Opened,0,7.477531119
Landing Page Submission,Organic Search,No,No,6,297,6,Working Professional,Might be,14,16,SMS Sent,1,95.30208897
API,Olark Chat,No,No,0,0,0,Unemployed,Might be,14,16,Modified,0,39.62424464
Landing Page Submission,Direct Traffic,No,No,2,918,2,Unemployed,High in Relevance,14,16,Email Opened,1,51.39526879
API,Olark Chat,No,No,0,0,0,Working Professional,Might be,14,16,Modified,0,77.62749633
Landing Page Submission,Direct Traffic,No,No,1,496,1,Student,Worst,14,16,Modified,1,7.685827284
Landing Page Submission,Google,No,No,6,959,2,Working Professional,Might be,16,18,SMS Sent,1,99.10082949
Landing Page Submission,Google,No,No,4,904,4,Unemployed,Unkown,14,16,Modified,1,15.03003631
API,Olark Chat,No,No,0,0,0,Unknown,Unkown,14,16,Email Opened,0,13.51482013
API,Google,Yes,No,4,1052,2,Working Professional,Might be,14,16,SMS Sent,1,99.05696865
Landing Page Submission,Direct Traffic,No,No,2,43,2,Unemployed,Might be,14,16,SMS Sent,0,68.15075617
API,Olark Chat,No,No,0,0,0,Working Professional,Might be,14,16,SMS Sent,1,97.51921927
Landing Page Submission,Google,No,No,4,1659,4,Unemployed,Might be,14,16,Email Opened,1,92.33281368
